Human_Ensembl1,Human_Ensembl2,pdbid,is_true_contact,interface_area,direct_contact_prob,pearson_correlation_coefficient,unique_values1,unique_values2
ENSG00000137413,ENSG00000112592,5fur,0,None,0,-0.087678163,,
ENSG00000137413,ENSG00000147133,5fur,0,None,0,0.080714611,,
ENSG00000140307,ENSG00000147133,5fur,0,None,0,0.058466774,,
ENSG00000140307,ENSG00000106290,5fur,0,None,0,0.063542017,,
ENSG00000147133,ENSG00000106290,5fur,0,None,0,0.266561567,,
ENSG00000165417,ENSG00000147133,5fur,0,None,0,0.082658366,,
ENSG00000165417,ENSG00000106290,5fur,0,None,0,0.258208773,,
ENSG00000178913,ENSG00000147133,5fur,1,3919.4,0.05,0.242935568,,
ENSG00000178913,ENSG00000112592,5fur,0,None,0.05,0.178303974,,
ENSG00000178913,ENSG00000106290,5fur,0,None,0.05,0.500259347,,
ENSG00000178913,ENSG00000064313,5fur,0,None,0,0.082254505,,
ENSG00000178913,ENSG00000137413,5fur,0,None,0,0.062739237,,
ENSG00000178913,ENSG00000165417,5fur,0,None,0,0.219869626,,
ENSG00000178913,ENSG00000140307,5fur,0,None,0,0.05045302,,
ENSG00000117362,ENSG00000162736,5fn3,1,1707.8,0,0.375088539,,
ENSG00000117362,ENSG00000080815,5fn3,1,1708.5,0,0.079849379,,
ENSG00000117362,ENSG00000205155,5fn3,0,None,0,0.064644636,,
ENSG00000162736,ENSG00000080815,5fn3,1,464.8,0,-0.094355293,,
ENSG00000162736,ENSG00000205155,5fn3,1,556.6,0,-0.10070724,,
ENSG00000205155,ENSG00000080815,5fn3,1,1195.9,0,0.129151936,,
ENSG00000075624,ENSG00000138107,5adx,1,590.7,0,0,,
ENSG00000075624,ENSG00000104671,5adx,0,None,0,0,,
ENSG00000104671,ENSG00000138107,5adx,0,None,0.05,0.321439873,,
ENSG00000131966,ENSG00000104671,5adx,0,None,0.1,0.468934362,,
ENSG00000131966,ENSG00000075624,5adx,1,1178.6,0,0,,
ENSG00000131966,ENSG00000138107,5adx,1,1278,0,0.564442993,,
ENSG00000104408,ENSG00000100129,5a5t,1,1166.1,1,0.83742274,,
ENSG00000104408,ENSG00000178982,5a5t,0,None,0.85,0.712718973,,
ENSG00000104408,ENSG00000107581,5a5t,0,None,0.1,0.813358648,,
ENSG00000107581,ENSG00000100129,5a5t,0,None,0.35,0.775602981,,
ENSG00000107581,ENSG00000178982,5a5t,0,None,0,0.737039799,,
ENSG00000147677,ENSG00000104408,5a5t,0,None,0.95,0.753251764,,
ENSG00000147677,ENSG00000107581,5a5t,1,1820.6,0.45,0.895325804,,
ENSG00000147677,ENSG00000178982,5a5t,1,197.6,0.4,0.637893647,,
ENSG00000147677,ENSG00000100129,5a5t,1,131.6,0.3,0.666567035,,
ENSG00000147677,ENSG00000149100,5a5t,1,373.3,0,0.427073926,,
ENSG00000147677,ENSG00000184110,5a5t,1,584.8,0,0.316362245,,
ENSG00000149100,ENSG00000104408,5a5t,0,None,0.25,0.540254761,,
ENSG00000149100,ENSG00000100129,5a5t,0,None,0.2,0.572922907,,
ENSG00000149100,ENSG00000178982,5a5t,1,100.7,0.1,0.490993382,,
ENSG00000149100,ENSG00000184110,5a5t,0,None,0.1,0.318489583,,
ENSG00000149100,ENSG00000107581,5a5t,1,902.3,0,0.517427549,,
ENSG00000178982,ENSG00000100129,5a5t,1,2311.6,0.3,0.737638954,,
ENSG00000184110,ENSG00000104408,5a5t,1,1888.2,0.1,0.460659701,,
ENSG00000184110,ENSG00000178982,5a5t,0,None,0.1,0.462164835,,
ENSG00000184110,ENSG00000100129,5a5t,0,None,0.1,0.572854028,,
ENSG00000184110,ENSG00000107581,5a5t,1,2662.7,0,0.460089616,,
ENSG00000124422,ENSG00000120533,4zux,1,1112.6,0,0.029177236,,
ENSG00000124422,ENSG00000170315,4zux,1,1685.6,0,0,,
ENSG00000170315,ENSG00000120533,4zux,0,None,0,0,,
ENSG00000100280,ENSG00000072958,4p6z,1,51.2,0.6,0.750290424,,
ENSG00000100280,ENSG00000166747,4p6z,1,97,0.3,0.845286895,,
ENSG00000100280,ENSG00000106367,4p6z,0,None,0,0.454862059,,
ENSG00000106367,ENSG00000072958,4p6z,1,61.2,0,0.433918737,,
ENSG00000130303,ENSG00000072958,4p6z,1,757,0,-0.076398793,,
ENSG00000130303,ENSG00000100280,4p6z,0,None,0,-0.049684488,,
ENSG00000130303,ENSG00000166747,4p6z,0,None,0,-0.068360677,,
ENSG00000130303,ENSG00000106367,4p6z,0,None,0,-0.177943622,,
ENSG00000166747,ENSG00000072958,4p6z,1,35.2,0.45,0.734345551,,
ENSG00000166747,ENSG00000106367,4p6z,1,2977.3,0,0.529445374,,
ENSG00000043093,ENSG00000100387,4p5o,1,8.4,0,0.021187037,,
ENSG00000043093,ENSG00000055130,4p5o,1,88.8,0,0.018150586,,
ENSG00000043093,ENSG00000130725,4p5o,1,612.8,0,-0.032114221,,
ENSG00000055130,ENSG00000130725,4p5o,1,154.8,0,-0.037028847,,
ENSG00000100387,ENSG00000055130,4p5o,1,1518.1,0.05,0.416250057,,
ENSG00000100387,ENSG00000130725,4p5o,1,639,0,-0.040060369,,
ENSG00000129559,ENSG00000055130,4p5o,1,38.5,0,-0.01608055,,
ENSG00000129559,ENSG00000043093,4p5o,1,54,0,-0.013913334,,
ENSG00000129559,ENSG00000100387,4p5o,1,590.5,0,-0.015346134,,
ENSG00000129559,ENSG00000130725,4p5o,1,824.7,0,0.145298145,,
ENSG00000112290,ENSG00000061676,4n78,1,24.7,0.05,0.27858476,,
ENSG00000138443,ENSG00000061676,4n78,1,218.7,0,0.23632231,,
ENSG00000138443,ENSG00000112290,4n78,1,302.5,0,0.080733689,,
ENSG00000254999,ENSG00000138443,4n78,1,993.7,0.05,0.078943758,,
ENSG00000254999,ENSG00000112290,4n78,1,1617.6,0.05,0.07760474,,
ENSG00000254999,ENSG00000061676,4n78,0,None,0,0.243634683,,
ENSG00000111652,ENSG00000121022,4d10,1,294.2,0.5,0.486687142,,
ENSG00000111652,ENSG00000166200,4d10,1,7.7,0.25,0.620776807,,
ENSG00000111652,ENSG00000168090,4d10,1,1637.7,0.2,0.539685421,,
ENSG00000111652,ENSG00000141030,4d10,1,116,0.1,0.530917305,,
ENSG00000111652,ENSG00000138663,4d10,1,839.9,0.1,0.642880629,,
ENSG00000121022,ENSG00000166200,4d10,1,650.2,0.35,0.582143258,,
ENSG00000121022,ENSG00000138663,4d10,1,512.7,0.1,0.485734579,,
ENSG00000121022,ENSG00000168090,4d10,1,3778,0.1,0.580836971,,
ENSG00000121022,ENSG00000141030,4d10,1,6.9,0,0.453909589,,
ENSG00000141030,ENSG00000138663,4d10,0,None,0.6,0.735829947,,
ENSG00000141030,ENSG00000168090,4d10,1,980.6,0.35,0.641779153,,
ENSG00000141030,ENSG00000166200,4d10,1,63.5,0.1,0.662631869,,
ENSG00000166200,ENSG00000138663,4d10,1,537,0.5,0.769324048,,
ENSG00000166200,ENSG00000168090,4d10,1,535.8,0.2,0.709801855,,
ENSG00000168090,ENSG00000138663,4d10,1,1877.5,0.1,0.682629151,,
ENSG00000169727,ENSG00000111652,4d10,0,None,0.1,0.378431104,,
ENSG00000169727,ENSG00000141030,4d10,1,2110.5,0.05,0.560466882,,
ENSG00000169727,ENSG00000168090,4d10,1,562.5,0,0.451509259,,
ENSG00000169727,ENSG00000166200,4d10,1,1457.4,0,0.519340885,,
ENSG00000169727,ENSG00000121022,4d10,0,None,0,0.394678556,,
ENSG00000169727,ENSG00000138663,4d10,0,None,0,0.442395721,,
ENSG00000198612,ENSG00000141030,4d10,1,1554.7,0.85,0.733238138,,
ENSG00000198612,ENSG00000138663,4d10,0,None,0.5,0.760721686,,
ENSG00000198612,ENSG00000111652,4d10,1,344.3,0.45,0.601608225,,
ENSG00000198612,ENSG00000166200,4d10,1,380.6,0.2,0.68341568,,
ENSG00000198612,ENSG00000168090,4d10,1,296.5,0.15,0.631668516,,
ENSG00000198612,ENSG00000121022,4d10,1,410.4,0.05,0.4539669,,
ENSG00000198612,ENSG00000169727,4d10,0,None,0,0.43021106,,
ENSG00000008018,ENSG00000100804,4cr2,1,719.4,0.6,0.864317705,,
ENSG00000008018,ENSG00000100567,4cr2,0,None,0.35,0.914664753,,
ENSG00000008018,ENSG00000129084,4cr2,1,393.1,0.3,0.911936429,,
ENSG00000008018,ENSG00000159377,4cr2,1,817.8,0.25,0.785521338,,
ENSG00000008018,ENSG00000136930,4cr2,0,None,0.15,0.855168403,,
ENSG00000008018,ENSG00000126067,4cr2,0,None,0.15,0.871927661,,
ENSG00000008018,ENSG00000106588,4cr2,0,None,0.1,0.901968356,,
ENSG00000008018,ENSG00000108344,4cr2,0,None,0,0.208574192,,
ENSG00000008018,ENSG00000163636,4cr2,0,None,0,0.228127844,,
ENSG00000008018,ENSG00000161057,4cr2,0,None,0,0.348273528,,
ENSG00000008018,ENSG00000041357,4cr2,0,None,0,0.822719185,,
ENSG00000008018,ENSG00000165916,4cr2,0,None,0,0.210902856,,
ENSG00000008018,ENSG00000159352,4cr2,0,None,0,0.160336328,,
ENSG00000008018,ENSG00000142507,4cr2,0,None,0,0.811457109,,
ENSG00000008018,ENSG00000175166,4cr2,0,None,0,0.400328122,,
ENSG00000008018,ENSG00000099341,4cr2,0,None,0,0.158971497,,
ENSG00000008018,ENSG00000173692,4cr2,0,None,0,0.340909466,,
ENSG00000008018,ENSG00000100519,4cr2,0,None,0,0.235045423,,
ENSG00000008018,ENSG00000087191,4cr2,0,None,0,0.325863804,,
ENSG00000008018,ENSG00000185627,4cr2,0,None,0,0.209357477,,
ENSG00000008018,ENSG00000100902,4cr2,0,None,0,0.845255511,,
ENSG00000008018,ENSG00000100764,4cr2,0,None,0,0.362399797,,
ENSG00000008018,ENSG00000013275,4cr2,0,None,0,0.328467342,,
ENSG00000041357,ENSG00000126067,4cr2,1,469.9,0.2,0.849893881,,
ENSG00000041357,ENSG00000100804,4cr2,0,None,0.15,0.842456891,,
ENSG00000041357,ENSG00000159377,4cr2,0,None,0.05,0.764599949,,
ENSG00000041357,ENSG00000100902,4cr2,1,149.6,0,0.790543656,,
ENSG00000041357,ENSG00000136930,4cr2,1,186.6,0,0.822465113,,
ENSG00000041357,ENSG00000100764,4cr2,1,575.6,0,0.342198679,,
ENSG00000041357,ENSG00000165916,4cr2,0,None,0,0.166192947,,
ENSG00000041357,ENSG00000159352,4cr2,0,None,0,0.141664465,,
ENSG00000041357,ENSG00000142507,4cr2,0,None,0,0.82105958,,
ENSG00000041357,ENSG00000175166,4cr2,0,None,0,0.396165428,,
ENSG00000041357,ENSG00000099341,4cr2,0,None,0,0.197194694,,
ENSG00000041357,ENSG00000173692,4cr2,0,None,0,0.331274341,,
ENSG00000041357,ENSG00000100519,4cr2,0,None,0,0.1715032,,
ENSG00000041357,ENSG00000087191,4cr2,0,None,0,0.292762442,,
ENSG00000041357,ENSG00000185627,4cr2,0,None,0,0.203711097,,
ENSG00000041357,ENSG00000013275,4cr2,0,None,0,0.299650811,,
ENSG00000087191,ENSG00000100764,4cr2,1,2505.4,0.45,0.767768385,,
ENSG00000087191,ENSG00000013275,4cr2,1,3315,0.2,0.828981056,,
ENSG00000087191,ENSG00000185627,4cr2,0,None,0,0.570467191,,
ENSG00000087191,ENSG00000100902,4cr2,0,None,0,0.378260821,,
ENSG00000099341,ENSG00000013275,4cr2,1,38,0,0.401749062,,
ENSG00000099341,ENSG00000185627,4cr2,1,318.7,0,0.35301949,,
ENSG00000099341,ENSG00000173692,4cr2,1,557.5,0,0.443531372,,
ENSG00000099341,ENSG00000136930,4cr2,0,None,0,0.116405133,,
ENSG00000099341,ENSG00000126067,4cr2,0,None,0,0.093240091,,
ENSG00000099341,ENSG00000100519,4cr2,0,None,0,0.335554525,,
ENSG00000099341,ENSG00000087191,4cr2,0,None,0,0.469621682,,
ENSG00000099341,ENSG00000100902,4cr2,0,None,0,0.140696554,,
ENSG00000099341,ENSG00000100764,4cr2,0,None,0,0.35299466,,
ENSG00000100519,ENSG00000087191,4cr2,1,27.2,0,0.677930325,,
ENSG00000100519,ENSG00000100902,4cr2,1,398.3,0,0.26826052,,
ENSG00000100519,ENSG00000013275,4cr2,1,2890.4,0,0.667348731,,
ENSG00000100519,ENSG00000185627,4cr2,0,None,0,0.463802232,,
ENSG00000100519,ENSG00000100764,4cr2,0,None,0,0.643416754,,
ENSG00000100567,ENSG00000100804,4cr2,0,None,0.6,0.817102679,,
ENSG00000100567,ENSG00000142507,4cr2,1,437.3,0.3,0.7735324,,
ENSG00000100567,ENSG00000136930,4cr2,0,None,0.25,0.805211889,,
ENSG00000100567,ENSG00000126067,4cr2,0,None,0.2,0.839198981,,
ENSG00000100567,ENSG00000159377,4cr2,1,513.4,0.1,0.72164029,,
ENSG00000100567,ENSG00000100902,4cr2,1,1325.3,0.1,0.859541569,,
ENSG00000100567,ENSG00000041357,4cr2,1,88.6,0.05,0.81122368,,
ENSG00000100567,ENSG00000165916,4cr2,1,194.3,0,0.192306525,,
ENSG00000100567,ENSG00000100519,4cr2,1,344.3,0,0.236399896,,
ENSG00000100567,ENSG00000159352,4cr2,0,None,0,0.154836531,,
ENSG00000100567,ENSG00000175166,4cr2,0,None,0,0.380094397,,
ENSG00000100567,ENSG00000099341,4cr2,0,None,0,0.142034423,,
ENSG00000100567,ENSG00000173692,4cr2,0,None,0,0.333437649,,
ENSG00000100567,ENSG00000087191,4cr2,0,None,0,0.305717701,,
ENSG00000100567,ENSG00000185627,4cr2,0,None,0,0.197805364,,
ENSG00000100567,ENSG00000100764,4cr2,0,None,0,0.356581563,,
ENSG00000100567,ENSG00000013275,4cr2,0,None,0,0.310460132,,
ENSG00000100764,ENSG00000013275,4cr2,1,91.3,0.95,0.781265828,,
ENSG00000100804,ENSG00000142507,4cr2,0,None,0.6,0.903305365,,
ENSG00000100804,ENSG00000136930,4cr2,0,None,0.6,0.871646421,,
ENSG00000100804,ENSG00000159377,4cr2,0,None,0.5,0.889673092,,
ENSG00000100804,ENSG00000126067,4cr2,1,704.3,0.4,0.924735494,,
ENSG00000100804,ENSG00000100902,4cr2,0,None,0.35,0.857917432,,
ENSG00000100804,ENSG00000159352,4cr2,0,None,0,0.113902837,,
ENSG00000100804,ENSG00000175166,4cr2,0,None,0,0.366528635,,
ENSG00000100804,ENSG00000099341,4cr2,0,None,0,0.108029936,,
ENSG00000100804,ENSG00000173692,4cr2,0,None,0,0.282894986,,
ENSG00000100804,ENSG00000100519,4cr2,0,None,0,0.154314886,,
ENSG00000100804,ENSG00000087191,4cr2,0,None,0,0.258330265,,
ENSG00000100804,ENSG00000185627,4cr2,0,None,0,0.1799299,,
ENSG00000100804,ENSG00000100764,4cr2,0,None,0,0.287334728,,
ENSG00000100804,ENSG00000013275,4cr2,0,None,0,0.258642657,,
ENSG00000100902,ENSG00000013275,4cr2,1,705.2,0,0.378375187,,
ENSG00000100902,ENSG00000100764,4cr2,0,None,0,0.433993918,,
ENSG00000101182,ENSG00000159377,4cr2,0,None,0.45,0.831530127,,
ENSG00000101182,ENSG00000129084,4cr2,1,38.9,0.35,0.91610611,,
ENSG00000101182,ENSG00000041357,4cr2,1,1617,0.3,0.842397942,,
ENSG00000101182,ENSG00000136930,4cr2,0,None,0.2,0.87645954,,
ENSG00000101182,ENSG00000100567,4cr2,1,4.1,0.15,0.853066903,,
ENSG00000101182,ENSG00000100804,4cr2,1,399.5,0.15,0.915680103,,
ENSG00000101182,ENSG00000126067,4cr2,1,379.1,0.05,0.900433939,,
ENSG00000101182,ENSG00000161057,4cr2,1,33.3,0,0.31547631,,
ENSG00000101182,ENSG00000106588,4cr2,1,186.8,0,0.908800096,,
ENSG00000101182,ENSG00000100764,4cr2,1,449.3,0,0.344860805,,
ENSG00000101182,ENSG00000008018,4cr2,0,None,0,0.883283566,,
ENSG00000101182,ENSG00000108344,4cr2,0,None,0,0.168944224,,
ENSG00000101182,ENSG00000163636,4cr2,0,None,0,0.177118874,,
ENSG00000101182,ENSG00000165916,4cr2,0,None,0,0.163375188,,
ENSG00000101182,ENSG00000159352,4cr2,0,None,0,0.155697886,,
ENSG00000101182,ENSG00000142507,4cr2,0,None,0,0.85011383,,
ENSG00000101182,ENSG00000175166,4cr2,0,None,0,0.389178044,,
ENSG00000101182,ENSG00000099341,4cr2,0,None,0,0.110156961,,
ENSG00000101182,ENSG00000173692,4cr2,0,None,0,0.285728895,,
ENSG00000101182,ENSG00000100519,4cr2,0,None,0,0.167403097,,
ENSG00000101182,ENSG00000087191,4cr2,0,None,0,0.253303457,,
ENSG00000101182,ENSG00000185627,4cr2,0,None,0,0.158189877,,
ENSG00000101182,ENSG00000100902,4cr2,0,None,0,0.845871867,,
ENSG00000101182,ENSG00000013275,4cr2,0,None,0,0.267218394,,
ENSG00000103035,ENSG00000185627,4cr2,1,1286.1,0.8,0.626368355,,
ENSG00000103035,ENSG00000163636,4cr2,1,393.9,0.3,0.639470911,,
ENSG00000103035,ENSG00000173692,4cr2,1,14.4,0,0.558267284,,
ENSG00000103035,ENSG00000100519,4cr2,1,39.9,0,0.463864606,,
ENSG00000103035,ENSG00000013275,4cr2,1,75.6,0,0.526195164,,
ENSG00000103035,ENSG00000099341,4cr2,1,115.1,0,0.274855526,,
ENSG00000103035,ENSG00000108344,4cr2,1,556.8,0,0.681165908,,
ENSG00000103035,ENSG00000159352,4cr2,1,637.4,0,0.327155772,,
ENSG00000103035,ENSG00000101182,4cr2,0,None,0,0.280692985,,
ENSG00000103035,ENSG00000008018,4cr2,0,None,0,0.253591055,,
ENSG00000103035,ENSG00000161057,4cr2,0,None,0,0.58561077,,
ENSG00000103035,ENSG00000129084,4cr2,0,None,0,0.228972092,,
ENSG00000103035,ENSG00000106588,4cr2,0,None,0,0.311717289,,
ENSG00000103035,ENSG00000100567,4cr2,0,None,0,0.222736185,,
ENSG00000103035,ENSG00000041357,4cr2,0,None,0,0.259818554,,
ENSG00000103035,ENSG00000165916,4cr2,0,None,0,0.529000948,,
ENSG00000103035,ENSG00000100804,4cr2,0,None,0,0.266752193,,
ENSG00000103035,ENSG00000159377,4cr2,0,None,0,0.325245143,,
ENSG00000103035,ENSG00000142507,4cr2,0,None,0,0.281484428,,
ENSG00000103035,ENSG00000175166,4cr2,0,None,0,0.583786203,,
ENSG00000103035,ENSG00000136930,4cr2,0,None,0,0.266475708,,
ENSG00000103035,ENSG00000126067,4cr2,0,None,0,0.218527336,,
ENSG00000103035,ENSG00000087191,4cr2,0,None,0,0.564704532,,
ENSG00000103035,ENSG00000100902,4cr2,0,None,0,0.301808519,,
ENSG00000103035,ENSG00000100764,4cr2,0,None,0,0.524453707,,
ENSG00000106588,ENSG00000136930,4cr2,1,749.7,0.4,0.879780747,,
ENSG00000106588,ENSG00000100902,4cr2,1,1426.8,0.4,0.929734248,,
ENSG00000106588,ENSG00000100804,4cr2,0,None,0.35,0.925801714,,
ENSG00000106588,ENSG00000159377,4cr2,0,None,0.2,0.900938695,,
ENSG00000106588,ENSG00000100567,4cr2,1,92.4,0.15,0.875659564,,
ENSG00000106588,ENSG00000087191,4cr2,1,9.5,0.05,0.341888161,,
ENSG00000106588,ENSG00000041357,4cr2,1,1453.8,0.05,0.839469296,,
ENSG00000106588,ENSG00000013275,4cr2,1,464.8,0,0.346249011,,
ENSG00000106588,ENSG00000165916,4cr2,0,None,0,0.211164935,,
ENSG00000106588,ENSG00000159352,4cr2,0,None,0,0.151341596,,
ENSG00000106588,ENSG00000142507,4cr2,0,None,0,0.9146783,,
ENSG00000106588,ENSG00000175166,4cr2,0,None,0,0.43473472,,
ENSG00000106588,ENSG00000099341,4cr2,0,None,0,0.131034552,,
ENSG00000106588,ENSG00000173692,4cr2,0,None,0,0.359684812,,
ENSG00000106588,ENSG00000126067,4cr2,0,None,0,0.89072205,,
ENSG00000106588,ENSG00000100519,4cr2,0,None,0,0.212030797,,
ENSG00000106588,ENSG00000185627,4cr2,0,None,0,0.210203161,,
ENSG00000106588,ENSG00000100764,4cr2,0,None,0,0.384214034,,
ENSG00000108344,ENSG00000163636,4cr2,1,1275.5,1,0.793426836,,
ENSG00000108344,ENSG00000161057,4cr2,0,None,0.05,0.64999008,,
ENSG00000108344,ENSG00000159352,4cr2,0,None,0.05,0.382065019,,
ENSG00000108344,ENSG00000087191,4cr2,1,213.8,0,0.662822017,,
ENSG00000108344,ENSG00000173692,4cr2,1,816.3,0,0.663815992,,
ENSG00000108344,ENSG00000099341,4cr2,1,2398.8,0,0.344587941,,
ENSG00000108344,ENSG00000129084,4cr2,0,None,0,0.163958402,,
ENSG00000108344,ENSG00000106588,4cr2,0,None,0,0.206400744,,
ENSG00000108344,ENSG00000100567,4cr2,0,None,0,0.188160308,,
ENSG00000108344,ENSG00000041357,4cr2,0,None,0,0.171887344,,
ENSG00000108344,ENSG00000165916,4cr2,0,None,0,0.56072748,,
ENSG00000108344,ENSG00000100804,4cr2,0,None,0,0.148239269,,
ENSG00000108344,ENSG00000159377,4cr2,0,None,0,0.20152498,,
ENSG00000108344,ENSG00000142507,4cr2,0,None,0,0.164863572,,
ENSG00000108344,ENSG00000175166,4cr2,0,None,0,0.622138189,,
ENSG00000108344,ENSG00000136930,4cr2,0,None,0,0.190530304,,
ENSG00000108344,ENSG00000126067,4cr2,0,None,0,0.12512581,,
ENSG00000108344,ENSG00000100519,4cr2,0,None,0,0.545507558,,
ENSG00000108344,ENSG00000185627,4cr2,0,None,0,0.751828494,,
ENSG00000108344,ENSG00000100902,4cr2,0,None,0,0.21561892,,
ENSG00000108344,ENSG00000100764,4cr2,0,None,0,0.613371516,,
ENSG00000108344,ENSG00000013275,4cr2,0,None,0,0.646243982,,
ENSG00000108671,ENSG00000163636,4cr2,1,1254.1,0.4,0.725272056,,
ENSG00000108671,ENSG00000108344,4cr2,0,None,0.2,0.763896663,,
ENSG00000108671,ENSG00000197170,4cr2,1,612.3,0.15,0.663541777,,
ENSG00000108671,ENSG00000161057,4cr2,0,None,0.1,0.540420779,,
ENSG00000108671,ENSG00000103035,4cr2,1,363.9,0.05,0.610679389,,
ENSG00000108671,ENSG00000013275,4cr2,1,222.1,0,0.562366102,,
ENSG00000108671,ENSG00000087191,4cr2,1,315.1,0,0.578844805,,
ENSG00000108671,ENSG00000106588,4cr2,1,873.6,0,0.198633417,,
ENSG00000108671,ENSG00000143106,4cr2,0,None,0,0.194622397,,
ENSG00000108671,ENSG00000101182,4cr2,0,None,0,0.162047438,,
ENSG00000108671,ENSG00000008018,4cr2,0,None,0,0.199028785,,
ENSG00000108671,ENSG00000129084,4cr2,0,None,0,0.165104766,,
ENSG00000108671,ENSG00000100567,4cr2,0,None,0,0.193615383,,
ENSG00000108671,ENSG00000041357,4cr2,0,None,0,0.182101262,,
ENSG00000108671,ENSG00000165916,4cr2,0,None,0,0.500665859,,
ENSG00000108671,ENSG00000100804,4cr2,0,None,0,0.165697027,,
ENSG00000108671,ENSG00000159352,4cr2,0,None,0,0.311658029,,
ENSG00000108671,ENSG00000159377,4cr2,0,None,0,0.201564591,,
ENSG00000108671,ENSG00000142507,4cr2,0,None,0,0.167838559,,
ENSG00000108671,ENSG00000175166,4cr2,0,None,0,0.531915885,,
ENSG00000108671,ENSG00000099341,4cr2,0,None,0,0.331538409,,
ENSG00000108671,ENSG00000136930,4cr2,0,None,0,0.18783708,,
ENSG00000108671,ENSG00000173692,4cr2,0,None,0,0.557153854,,
ENSG00000108671,ENSG00000126067,4cr2,0,None,0,0.131444551,,
ENSG00000108671,ENSG00000100519,4cr2,0,None,0,0.585350978,,
ENSG00000108671,ENSG00000185627,4cr2,0,None,0,0.736216615,,
ENSG00000108671,ENSG00000100902,4cr2,0,None,0,0.22944033,,
ENSG00000108671,ENSG00000100764,4cr2,0,None,0,0.541681454,,
ENSG00000115233,ENSG00000185627,4cr2,0,None,0.35,0.546168995,,
ENSG00000115233,ENSG00000163636,4cr2,0,None,0.15,0.527653126,,
ENSG00000115233,ENSG00000103035,4cr2,1,3192.2,0.1,0.540134617,,
ENSG00000115233,ENSG00000159352,4cr2,1,76.2,0,0.228265832,,
ENSG00000115233,ENSG00000099341,4cr2,1,218.3,0,0.206824426,,
ENSG00000115233,ENSG00000013275,4cr2,1,315.9,0,0.440625868,,
ENSG00000115233,ENSG00000100519,4cr2,1,389.4,0,0.306130977,,
ENSG00000115233,ENSG00000197170,4cr2,1,439,0,0.531939811,,
ENSG00000115233,ENSG00000108671,4cr2,1,538.8,0,0.525965847,,
ENSG00000115233,ENSG00000173692,4cr2,1,1066.8,0,0.418002007,,
ENSG00000115233,ENSG00000143106,4cr2,0,None,0,0.151731516,,
ENSG00000115233,ENSG00000101182,4cr2,0,None,0,0.123155285,,
ENSG00000115233,ENSG00000008018,4cr2,0,None,0,0.140645621,,
ENSG00000115233,ENSG00000108344,4cr2,0,None,0,0.649676444,,
ENSG00000115233,ENSG00000161057,4cr2,0,None,0,0.380578021,,
ENSG00000115233,ENSG00000129084,4cr2,0,None,0,0.106368632,,
ENSG00000115233,ENSG00000106588,4cr2,0,None,0,0.149096691,,
ENSG00000115233,ENSG00000100567,4cr2,0,None,0,0.11942217,,
ENSG00000115233,ENSG00000041357,4cr2,0,None,0,0.134818823,,
ENSG00000115233,ENSG00000165916,4cr2,0,None,0,0.35469087,,
ENSG00000115233,ENSG00000100804,4cr2,0,None,0,0.119227466,,
ENSG00000115233,ENSG00000159377,4cr2,0,None,0,0.186253481,,
ENSG00000115233,ENSG00000142507,4cr2,0,None,0,0.150170858,,
ENSG00000115233,ENSG00000175166,4cr2,0,None,0,0.366562293,,
ENSG00000115233,ENSG00000136930,4cr2,0,None,0,0.149687214,,
ENSG00000115233,ENSG00000126067,4cr2,0,None,0,0.107248496,,
ENSG00000115233,ENSG00000087191,4cr2,0,None,0,0.399845406,,
ENSG00000115233,ENSG00000100902,4cr2,0,None,0,0.15154268,,
ENSG00000115233,ENSG00000100764,4cr2,0,None,0,0.343474312,,
ENSG00000126067,ENSG00000100519,4cr2,0,None,0,0.130970573,,
ENSG00000126067,ENSG00000087191,4cr2,0,None,0,0.215397718,,
ENSG00000126067,ENSG00000185627,4cr2,0,None,0,0.137390563,,
ENSG00000126067,ENSG00000100902,4cr2,0,None,0,0.826126192,,
ENSG00000126067,ENSG00000100764,4cr2,0,None,0,0.263439588,,
ENSG00000126067,ENSG00000013275,4cr2,0,None,0,0.221503949,,
ENSG00000129084,ENSG00000100567,4cr2,1,1494.9,0.85,0.924950566,,
ENSG00000129084,ENSG00000100804,4cr2,0,None,0.65,0.886758764,,
ENSG00000129084,ENSG00000106588,4cr2,1,42.4,0.6,0.906884708,,
ENSG00000129084,ENSG00000159377,4cr2,1,651.9,0.5,0.769981969,,
ENSG00000129084,ENSG00000142507,4cr2,0,None,0.4,0.812842959,,
ENSG00000129084,ENSG00000136930,4cr2,0,None,0.25,0.842536919,,
ENSG00000129084,ENSG00000126067,4cr2,0,None,0.2,0.906777534,,
ENSG00000129084,ENSG00000041357,4cr2,1,147,0.15,0.835687851,,
ENSG00000129084,ENSG00000100902,4cr2,0,None,0.15,0.861921028,,
ENSG00000129084,ENSG00000100764,4cr2,1,11,0,0.334205915,,
ENSG00000129084,ENSG00000165916,4cr2,1,986.8,0,0.168915719,,
ENSG00000129084,ENSG00000159352,4cr2,0,None,0,0.149626304,,
ENSG00000129084,ENSG00000175166,4cr2,0,None,0,0.359080995,,
ENSG00000129084,ENSG00000099341,4cr2,0,None,0,0.115351845,,
ENSG00000129084,ENSG00000173692,4cr2,0,None,0,0.300654474,,
ENSG00000129084,ENSG00000100519,4cr2,0,None,0,0.190748912,,
ENSG00000129084,ENSG00000087191,4cr2,0,None,0,0.262933027,,
